#Gene	Rank	# rare mutations	avg # rare mutations per sample	# rare truncating mutations	avg # truncating mutations per sample
FAM166A	5715	9	0.00821917808219178	3	0.00273972602739726
ZNF799	5716	9	0.00821917808219178	0	0
PTPRR	5717	9	0.00821917808219178	0	0
ESYT1	5718	9	0.00821917808219178	1	0.00091324200913242
SLCO2B1	5719	9	0.00821917808219178	1	0.00091324200913242
SYT13	5720	9	0.00821917808219178	1	0.00091324200913242
GMPPA	5721	9	0.00821917808219178	2	0.00182648401826484
HTR3A	5722	9	0.00821917808219178	0	0
SETMAR	5723	9	0.00821917808219178	0	0
EML3	5724	9	0.00821917808219178	0	0
ARHGAP15	5725	9	0.00821917808219178	0	0
AHI1	5726	9	0.00821917808219178	1	0.00091324200913242
ACAD11	5727	9	0.00821917808219178	1	0.00091324200913242
HP	5728	9	0.00821917808219178	3	0.00273972602739726
SCHIP1	5729	9	0.00821917808219178	0	0
JUND	5730	9	0.00821917808219178	1	0.00091324200913242
CHRNB1	5731	9	0.00821917808219178	2	0.00182648401826484
ZNF586	5732	9	0.00821917808219178	2	0.00182648401826484
JAK2	5733	9	0.00821917808219178	1	0.00091324200913242
TPTE2	5734	9	0.00821917808219178	0	0
TCFL5	5735	9	0.00821917808219178	3	0.00273972602739726
BRICD5	5736	9	0.00821917808219178	5	0.0045662100456621
CDH20	5737	9	0.00821917808219178	0	0
ZNF3	5738	9	0.00821917808219178	3	0.00273972602739726
ABI3	5739	9	0.00821917808219178	2	0.00182648401826484
STK39	5740	9	0.00821917808219178	4	0.00365296803652968
ITGA10	5741	9	0.00821917808219178	0	0
KRT9	5742	9	0.00821917808219178	1	0.00091324200913242
ATP11B	5743	9	0.00821917808219178	0	0
LRRC32	5744	9	0.00821917808219178	1	0.00091324200913242
CEND1	5745	9	0.00821917808219178	0	0
RNF31	5746	9	0.00821917808219178	0	0
ETV3	5747	9	0.00821917808219178	1	0.00091324200913242
ABCF1	5748	9	0.00821917808219178	1	0.00091324200913242
LRRC49	5749	9	0.00821917808219178	1	0.00091324200913242
TPSB2	5750	9	0.00821917808219178	1	0.00091324200913242
BCAT2	5751	9	0.00821917808219178	0	0
MFN1	5752	9	0.00821917808219178	2	0.00182648401826484
SRGAP1	5753	9	0.00821917808219178	2	0.00182648401826484
FUT11	5754	9	0.00821917808219178	3	0.00273972602739726
OTOP3	5755	9	0.00821917808219178	1	0.00091324200913242
ATP2B4	5756	9	0.00821917808219178	1	0.00091324200913242
KANSL3	5757	9	0.00821917808219178	1	0.00091324200913242
XRN1	5758	9	0.00821917808219178	2	0.00182648401826484
FAM9A	5759	9	0.00821917808219178	4	0.00365296803652968
TMUB1	5760	9	0.00821917808219178	0	0
IRGC	5761	9	0.00821917808219178	1	0.00091324200913242
ARL6IP4	5762	9	0.00821917808219178	2	0.00182648401826484
PRDM5	5763	9	0.00821917808219178	0	0
SLC6A12	5764	9	0.00821917808219178	2	0.00182648401826484
KLHL26	5765	9	0.00821917808219178	2	0.00182648401826484
KCNC2	5766	9	0.00821917808219178	2	0.00182648401826484
ARHGAP24	5767	9	0.00821917808219178	1	0.00091324200913242
GBP5	5768	9	0.00821917808219178	2	0.00182648401826484
PNMA3	5769	9	0.00821917808219178	4	0.00365296803652968
BHLHE23	5770	9	0.00821917808219178	0	0
ABTB1	5771	9	0.00821917808219178	0	0
ITGB5	5772	9	0.00821917808219178	0	0
APOBEC3D	5773	9	0.00821917808219178	0	0
C15ORF52	5774	9	0.00821917808219178	3	0.00273972602739726
HOXC13	5775	9	0.00821917808219178	1	0.00091324200913242
ZNF248	5776	9	0.00821917808219178	1	0.00091324200913242
TTF2	5777	9	0.00821917808219178	2	0.00182648401826484
SLC39A14	5778	9	0.00821917808219178	3	0.00273972602739726
BCO2	5779	9	0.00821917808219178	0	0
ABCG1	5780	9	0.00821917808219178	0	0
MRPL28	5781	9	0.00821917808219178	1	0.00091324200913242
GTPBP3	5782	9	0.00821917808219178	0	0
KIFC1	5783	9	0.00821917808219178	1	0.00091324200913242
TRPC7	5784	9	0.00821917808219178	1	0.00091324200913242
RCC2	5785	9	0.00821917808219178	1	0.00091324200913242
SELE	5786	9	0.00821917808219178	0	0
CAMKK1	5787	9	0.00821917808219178	3	0.00273972602739726
EMID1	5788	9	0.00821917808219178	2	0.00182648401826484
GPR126	5789	9	0.00821917808219178	1	0.00091324200913242
TCP11L1	5790	9	0.00821917808219178	1	0.00091324200913242
OXR1	5791	9	0.00821917808219178	1	0.00091324200913242
IRX1	5792	9	0.00821917808219178	0	0
KLHL4	5793	9	0.00821917808219178	0	0
VPS8	5794	9	0.00821917808219178	1	0.00091324200913242
PP2D1	5795	9	0.00821917808219178	0	0
KANSL1L	5796	9	0.00821917808219178	0	0
OR5A2	5797	9	0.00821917808219178	2	0.00182648401826484
LANCL3	5798	9	0.00821917808219178	0	0
GPATCH1	5799	9	0.00821917808219178	0	0
VPS37C	5800	9	0.00821917808219178	1	0.00091324200913242
HRH3	5801	9	0.00821917808219178	0	0
PSAP	5802	9	0.00821917808219178	1	0.00091324200913242
PPAN-P2RY11	5803	9	0.00821917808219178	1	0.00091324200913242
FOXO4	5804	9	0.00821917808219178	0	0
SOX5	5805	9	0.00821917808219178	1	0.00091324200913242
AP1G2	5806	9	0.00821917808219178	1	0.00091324200913242
EFHB	5807	9	0.00821917808219178	1	0.00091324200913242
GTF2IRD2	5808	9	0.00821917808219178	2	0.00182648401826484
ZNF300	5809	9	0.00821917808219178	0	0
LDHC	5810	9	0.00821917808219178	1	0.00091324200913242
UBE4B	5811	9	0.00821917808219178	2	0.00182648401826484
ANGPTL6	5812	9	0.00821917808219178	1	0.00091324200913242
PHF14	5813	9	0.00821917808219178	2	0.00182648401826484
GPRASP1	5814	9	0.00821917808219178	0	0
PRSS16	5815	9	0.00821917808219178	1	0.00091324200913242
PCDH9	5816	9	0.00821917808219178	0	0
PSMD1	5817	9	0.00821917808219178	1	0.00091324200913242
FOXN1	5818	9	0.00821917808219178	1	0.00091324200913242
ZFR	5819	9	0.00821917808219178	1	0.00091324200913242
DMRTB1	5820	9	0.00821917808219178	0	0
MYPOP	5821	9	0.00821917808219178	1	0.00091324200913242
RGPD8	5822	9	0.00821917808219178	1	0.00091324200913242
ZNF714	5823	9	0.00821917808219178	2	0.00182648401826484
CASQ2	5824	9	0.00821917808219178	0	0
ASB12	5825	9	0.00821917808219178	1	0.00091324200913242
NUDCD1	5826	9	0.00821917808219178	1	0.00091324200913242
DPP10	5827	9	0.00821917808219178	0	0
FAM21C	5828	9	0.00821917808219178	2	0.00182648401826484
OR52K2	5829	9	0.00821917808219178	1	0.00091324200913242
PSTPIP1	5830	9	0.00821917808219178	2	0.00182648401826484
UGT2B17	5831	9	0.00821917808219178	1	0.00091324200913242
EPS8	5832	9	0.00821917808219178	1	0.00091324200913242
RIPK4	5833	9	0.00821917808219178	2	0.00182648401826484
TMEM63C	5834	9	0.00821917808219178	2	0.00182648401826484
ALDH18A1	5835	9	0.00821917808219178	0	0
RIN2	5836	9	0.00821917808219178	0	0
MAFK	5837	9	0.00821917808219178	1	0.00091324200913242
SMAD9	5838	9	0.00821917808219178	3	0.00273972602739726
LEMD2	5839	9	0.00821917808219178	1	0.00091324200913242
AGGF1	5840	9	0.00821917808219178	1	0.00091324200913242
ZNF425	5841	9	0.00821917808219178	1	0.00091324200913242
PPP1R12A	5842	9	0.00821917808219178	0	0
TOR1AIP1	5843	9	0.00821917808219178	3	0.00273972602739726
FNTB	5844	9	0.00821917808219178	0	0
OSBPL3	5845	9	0.00821917808219178	0	0
EAF1	5846	9	0.00821917808219178	1	0.00091324200913242
NACA	5847	9	0.00821917808219178	1	0.00091324200913242
OLIG1	5848	9	0.00821917808219178	3	0.00273972602739726
PRF1	5849	9	0.00821917808219178	0	0
SLC7A11	5850	9	0.00821917808219178	0	0
RNPC3	5851	9	0.00821917808219178	1	0.00091324200913242
FIGN	5852	9	0.00821917808219178	0	0
GFRA2	5853	9	0.00821917808219178	1	0.00091324200913242
SPAST	5854	9	0.00821917808219178	0	0
CHGB	5855	9	0.00821917808219178	1	0.00091324200913242
SLC22A7	5856	9	0.00821917808219178	1	0.00091324200913242
ACTL10	5857	9	0.00821917808219178	0	0
SLAIN2	5858	9	0.00821917808219178	0	0
RNASEH2B	5859	9	0.00821917808219178	2	0.00182648401826484
SH2D7	5860	9	0.00821917808219178	2	0.00182648401826484
ZNF573	5861	9	0.00821917808219178	2	0.00182648401826484
TNFRSF14	5862	9	0.00821917808219178	2	0.00182648401826484
FKBP15	5863	9	0.00821917808219178	5	0.0045662100456621
IFNLR1	5864	9	0.00821917808219178	1	0.00091324200913242
ADAM18	5865	9	0.00821917808219178	0	0
TMEM87A	5866	9	0.00821917808219178	3	0.00273972602739726
CYP17A1	5867	9	0.00821917808219178	1	0.00091324200913242
VPS54	5868	9	0.00821917808219178	0	0
PEX5	5869	9	0.00821917808219178	0	0
KIAA1024	5870	9	0.00821917808219178	1	0.00091324200913242
SPSB4	5871	9	0.00821917808219178	0	0
GALNT8	5872	9	0.00821917808219178	1	0.00091324200913242
NFKB1	5873	9	0.00821917808219178	1	0.00091324200913242
GDF1	5874	9	0.00821917808219178	0	0
TDRD7	5875	9	0.00821917808219178	1	0.00091324200913242
TIMM17B	5876	9	0.00821917808219178	2	0.00182648401826484
COLGALT1	5877	9	0.00821917808219178	0	0
PWWP2B	5878	9	0.00821917808219178	0	0
ADNP2	5879	9	0.00821917808219178	1	0.00091324200913242
CENPT	5880	9	0.00821917808219178	1	0.00091324200913242
NBPF7	5881	9	0.00821917808219178	1	0.00091324200913242
C6ORF136	5882	9	0.00821917808219178	0	0
TRMT61A	5883	9	0.00821917808219178	1	0.00091324200913242
KAT2B	5884	9	0.00821917808219178	1	0.00091324200913242
SEC23B	5885	9	0.00821917808219178	0	0
RCOR3	5886	9	0.00821917808219178	1	0.00091324200913242
CDH2	5887	9	0.00821917808219178	0	0
ARID5B	5888	9	0.00821917808219178	2	0.00182648401826484
RGAG4	5889	9	0.00821917808219178	1	0.00091324200913242
QPCTL	5890	9	0.00821917808219178	1	0.00091324200913242
ZNF587B	5891	9	0.00821917808219178	0	0
PHOX2A	5892	9	0.00821917808219178	2	0.00182648401826484
CERS1	5893	9	0.00821917808219178	2	0.00182648401826484
MAGIX	5894	9	0.00821917808219178	0	0
PPP2CB	5895	9	0.00821917808219178	1	0.00091324200913242
ZNF217	5896	9	0.00821917808219178	2	0.00182648401826484
DIEXF	5897	9	0.00821917808219178	3	0.00273972602739726
HIRIP3	5898	9	0.00821917808219178	1	0.00091324200913242
ATF5	5899	9	0.00821917808219178	1	0.00091324200913242
FAM166B	5900	9	0.00821917808219178	2	0.00182648401826484
SPECC1	5901	9	0.00821917808219178	2	0.00182648401826484
FOXN4	5902	9	0.00821917808219178	1	0.00091324200913242
PRSS3	5903	9	0.00821917808219178	1	0.00091324200913242
MEIS3	5904	9	0.00821917808219178	2	0.00182648401826484
C11ORF82	5905	9	0.00821917808219178	2	0.00182648401826484
SEL1L	5906	9	0.00821917808219178	1	0.00091324200913242
SLC25A25	5907	9	0.00821917808219178	4	0.00365296803652968
RBCK1	5908	9	0.00821917808219178	0	0
DENND2C	5909	9	0.00821917808219178	1	0.00091324200913242
LONRF3	5910	9	0.00821917808219178	2	0.00182648401826484
SLC28A2	5911	9	0.00821917808219178	1	0.00091324200913242
KIR2DL3	5912	9	0.00821917808219178	1	0.00091324200913242
CLEC2L	5913	9	0.00821917808219178	2	0.00182648401826484
MTMR7	5914	9	0.00821917808219178	0	0
TMEM173	5915	9	0.00821917808219178	0	0
PCDHGB5	5916	9	0.00821917808219178	3	0.00273972602739726
SIDT2	5917	9	0.00821917808219178	2	0.00182648401826484
TRAF1	5918	9	0.00821917808219178	0	0
LOC100131094	5919	9	0.00821917808219178	2	0.00182648401826484
SALL4	5920	9	0.00821917808219178	3	0.00273972602739726
BTBD19	5921	9	0.00821917808219178	2	0.00182648401826484
NCAPH2	5922	9	0.00821917808219178	2	0.00182648401826484
GIPC1	5923	9	0.00821917808219178	0	0
ZZZ3	5924	9	0.00821917808219178	0	0
TM6SF2	5925	9	0.00821917808219178	0	0
LIG3	5926	9	0.00821917808219178	1	0.00091324200913242
RETSAT	5927	9	0.00821917808219178	2	0.00182648401826484
SPINT2	5928	9	0.00821917808219178	1	0.00091324200913242
AMD1	5929	9	0.00821917808219178	1	0.00091324200913242
ATP8B1	5930	9	0.00821917808219178	2	0.00182648401826484
LRRC41	5931	9	0.00821917808219178	2	0.00182648401826484
IFT122	5932	9	0.00821917808219178	1	0.00091324200913242
LRRC6	5933	9	0.00821917808219178	2	0.00182648401826484
LRRC71	5934	9	0.00821917808219178	3	0.00273972602739726
ZNF446	5935	9	0.00821917808219178	1	0.00091324200913242
RRP7A	5936	9	0.00821917808219178	2	0.00182648401826484
CTAGE5	5937	9	0.00821917808219178	1	0.00091324200913242
GADL1	5938	9	0.00821917808219178	2	0.00182648401826484
TMEM19	5939	9	0.00821917808219178	1	0.00091324200913242
ANO5	5940	9	0.00821917808219178	2	0.00182648401826484
VAT1L	5941	9	0.00821917808219178	0	0
TJAP1	5942	9	0.00821917808219178	3	0.00273972602739726
CD6	5943	9	0.00821917808219178	0	0
MYBPC1	5944	9	0.00821917808219178	1	0.00091324200913242
SLC22A14	5945	9	0.00821917808219178	0	0
CEP85	5946	9	0.00821917808219178	0	0
PRDM12	5947	9	0.00821917808219178	2	0.00182648401826484
IFI27	5948	9	0.00821917808219178	7	0.00639269406392694
TAGAP	5949	9	0.00821917808219178	1	0.00091324200913242
SLA	5950	9	0.00821917808219178	1	0.00091324200913242
RGS20	5951	9	0.00821917808219178	0	0
ZNF419	5952	9	0.00821917808219178	0	0
SHH	5953	9	0.00821917808219178	3	0.00273972602739726
FAM71A	5954	9	0.00821917808219178	2	0.00182648401826484
RABAC1	5955	9	0.00821917808219178	1	0.00091324200913242
ZNF677	5956	9	0.00821917808219178	3	0.00273972602739726
MEF2B	5957	9	0.00821917808219178	0	0
PTPN4	5958	9	0.00821917808219178	1	0.00091324200913242
XRCC1	5959	9	0.00821917808219178	3	0.00273972602739726
CSRNP1	5960	9	0.00821917808219178	1	0.00091324200913242
SPNS1	5961	9	0.00821917808219178	0	0
SP4	5962	9	0.00821917808219178	1	0.00091324200913242
PDXP	5963	9	0.00821917808219178	1	0.00091324200913242
KIR2DL1	5964	9	0.00821917808219178	1	0.00091324200913242
TESK1	5965	9	0.00821917808219178	0	0
C3ORF52	5966	9	0.00821917808219178	3	0.00273972602739726
MKKS	5967	9	0.00821917808219178	1	0.00091324200913242
ERVV-1	5968	9	0.00821917808219178	1	0.00091324200913242
SH3BP2	5969	9	0.00821917808219178	3	0.00273972602739726
DHRS12	5970	9	0.00821917808219178	2	0.00182648401826484
TRIM17	5971	9	0.00821917808219178	2	0.00182648401826484
ASPDH	5972	9	0.00821917808219178	2	0.00182648401826484
CRELD1	5973	9	0.00821917808219178	2	0.00182648401826484
GAL3ST4	5974	9	0.00821917808219178	2	0.00182648401826484
HIPK4	5975	9	0.00821917808219178	2	0.00182648401826484
PAN3	5976	9	0.00821917808219178	1	0.00091324200913242
OGFOD1	5977	9	0.00821917808219178	0	0
ACOXL	5978	9	0.00821917808219178	1	0.00091324200913242
RBMXL2	5979	9	0.00821917808219178	0	0
KLHL5	5980	9	0.00821917808219178	0	0
PPM1N	5981	9	0.00821917808219178	2	0.00182648401826484
SLC5A8	5982	9	0.00821917808219178	0	0
AMER2	5983	9	0.00821917808219178	5	0.0045662100456621
ENPP4	5984	9	0.00821917808219178	2	0.00182648401826484
MFSD6	5985	9	0.00821917808219178	0	0
DERA	5986	9	0.00821917808219178	2	0.00182648401826484
C16ORF54	5987	9	0.00821917808219178	0	0
SPAG16	5988	9	0.00821917808219178	3	0.00273972602739726
ZNF513	5989	9	0.00821917808219178	1	0.00091324200913242
C17ORF72	5990	9	0.00821917808219178	1	0.00091324200913242
ANKRD35	5991	9	0.00821917808219178	1	0.00091324200913242
RNF34	5992	9	0.00821917808219178	1	0.00091324200913242
PI4K2A	5993	9	0.00821917808219178	0	0
ZNF382	5994	9	0.00821917808219178	1	0.00091324200913242
EPHA5	5995	9	0.00821917808219178	1	0.00091324200913242
TSGA10	5996	9	0.00821917808219178	0	0
ABCC4	5997	9	0.00821917808219178	3	0.00273972602739726
FNDC7	5998	9	0.00821917808219178	2	0.00182648401826484
GATSL3	5999	9	0.00821917808219178	1	0.00091324200913242
SLC13A2	6000	9	0.00821917808219178	2	0.00182648401826484
ATP6AP1	6001	9	0.00821917808219178	1	0.00091324200913242
GPR176	6002	9	0.00821917808219178	1	0.00091324200913242
GSDMC	6003	9	0.00821917808219178	2	0.00182648401826484
UACA	6004	9	0.00821917808219178	0	0
PTER	6005	9	0.00821917808219178	1	0.00091324200913242
STAT6	6006	9	0.00821917808219178	3	0.00273972602739726
ZNF195	6007	9	0.00821917808219178	0	0
PSG1	6008	9	0.00821917808219178	0	0
ZNF333	6009	9	0.00821917808219178	2	0.00182648401826484
GRB10	6010	9	0.00821917808219178	0	0
GRIK1	6011	9	0.00821917808219178	0	0
C8B	6012	9	0.00821917808219178	4	0.00365296803652968
STIL	6013	9	0.00821917808219178	1	0.00091324200913242
FFAR4	6014	9	0.00821917808219178	0	0
SLC9A6	6015	9	0.00821917808219178	1	0.00091324200913242
CCDC80	6016	9	0.00821917808219178	2	0.00182648401826484
PDZD8	6017	9	0.00821917808219178	1	0.00091324200913242
FAM172A	6018	9	0.00821917808219178	0	0
ATP4B	6019	9	0.00821917808219178	0	0
ABHD12B	6020	9	0.00821917808219178	0	0
SURF6	6021	9	0.00821917808219178	2	0.00182648401826484
BAZ1A	6022	9	0.00821917808219178	0	0
OTUD7B	6023	9	0.00821917808219178	0	0
FAM83D	6024	9	0.00821917808219178	4	0.00365296803652968
CD320	6025	9	0.00821917808219178	2	0.00182648401826484
PCDHA1	6026	9	0.00821917808219178	0	0
IL11	6027	9	0.00821917808219178	1	0.00091324200913242
MIOS	6028	9	0.00821917808219178	0	0
NR1I2	6029	9	0.00821917808219178	0	0
APOA1	6030	9	0.00821917808219178	0	0
WNT9B	6031	9	0.00821917808219178	1	0.00091324200913242
RUNDC3A	6032	9	0.00821917808219178	3	0.00273972602739726
HDC	6033	9	0.00821917808219178	0	0
POU5F1B	6034	9	0.00821917808219178	0	0
ZNF572	6035	9	0.00821917808219178	2	0.00182648401826484
HSD17B2	6036	9	0.00821917808219178	0	0
NKX2-5	6037	9	0.00821917808219178	0	0
MKNK1	6038	9	0.00821917808219178	3	0.00273972602739726
AVPR1B	6039	9	0.00821917808219178	0	0
NFKB2	6040	9	0.00821917808219178	1	0.00091324200913242
ORAI3	6041	9	0.00821917808219178	2	0.00182648401826484
FAM213B	6042	9	0.00821917808219178	2	0.00182648401826484
RAD18	6043	9	0.00821917808219178	2	0.00182648401826484
DDX24	6044	9	0.00821917808219178	1	0.00091324200913242
NT5C3B	6045	9	0.00821917808219178	1	0.00091324200913242
MEGF10	6046	9	0.00821917808219178	0	0
ADRB1	6047	9	0.00821917808219178	1	0.00091324200913242
DNAJC11	6048	9	0.00821917808219178	1	0.00091324200913242
C10ORF12	6049	9	0.00821917808219178	0	0
KCND3	6050	9	0.00821917808219178	0	0
ETV7	6051	9	0.00821917808219178	3	0.00273972602739726
BARD1	6052	9	0.00821917808219178	1	0.00091324200913242
ZNF177	6053	9	0.00821917808219178	3	0.00273972602739726
TMEM229A	6054	9	0.00821917808219178	2	0.00182648401826484
IMPACT	6055	9	0.00821917808219178	0	0
EIF4E1B	6056	9	0.00821917808219178	1	0.00091324200913242
PPP1R32	6057	9	0.00821917808219178	3	0.00273972602739726
IPO5	6058	9	0.00821917808219178	1	0.00091324200913242
EPSTI1	6059	9	0.00821917808219178	0	0
OTOL1	6060	9	0.00821917808219178	1	0.00091324200913242
PCSK1N	6061	9	0.00821917808219178	3	0.00273972602739726
INPP5F	6062	9	0.00821917808219178	2	0.00182648401826484
MYBL1	6063	9	0.00821917808219178	0	0
VASH2	6064	9	0.00821917808219178	1	0.00091324200913242
TTC19	6065	9	0.00821917808219178	0	0
TMEM102	6066	9	0.00821917808219178	0	0
NXN	6067	9	0.00821917808219178	0	0
EIF5B	6068	9	0.00821917808219178	2	0.00182648401826484
PCNXL4	6069	9	0.00821917808219178	0	0
ZNF589	6070	9	0.00821917808219178	1	0.00091324200913242
FER	6071	9	0.00821917808219178	0	0
PJA1	6072	9	0.00821917808219178	1	0.00091324200913242
KRT7	6073	9	0.00821917808219178	1	0.00091324200913242
PNLIPRP3	6074	9	0.00821917808219178	1	0.00091324200913242
SRA1	6075	9	0.00821917808219178	1	0.00091324200913242
MYOG	6076	9	0.00821917808219178	2	0.00182648401826484
CPNE1	6077	9	0.00821917808219178	3	0.00273972602739726
USP5	6078	9	0.00821917808219178	1	0.00091324200913242
NUAK2	6079	9	0.00821917808219178	0	0
SIAE	6080	9	0.00821917808219178	0	0
DNM1L	6081	9	0.00821917808219178	2	0.00182648401826484
FUT7	6082	9	0.00821917808219178	1	0.00091324200913242
GYG1	6083	9	0.00821917808219178	1	0.00091324200913242
TXLNB	6084	9	0.00821917808219178	2	0.00182648401826484
ACOT8	6085	9	0.00821917808219178	2	0.00182648401826484
ESR2	6086	9	0.00821917808219178	2	0.00182648401826484
TRIM36	6087	9	0.00821917808219178	0	0
FBXL13	6088	9	0.00821917808219178	0	0
FBXL6	6089	9	0.00821917808219178	1	0.00091324200913242
PHLPP2	6090	9	0.00821917808219178	0	0
RNF208	6091	9	0.00821917808219178	1	0.00091324200913242
ZACN	6092	9	0.00821917808219178	2	0.00182648401826484
NPHP1	6093	9	0.00821917808219178	1	0.00091324200913242
PLK1	6094	9	0.00821917808219178	0	0
ZNF596	6095	9	0.00821917808219178	1	0.00091324200913242
GMCL1	6096	9	0.00821917808219178	0	0
DHX33	6097	9	0.00821917808219178	0	0
SRPK3	6098	9	0.00821917808219178	2	0.00182648401826484
ITSN2	6099	9	0.00821917808219178	2	0.00182648401826484
ANKS6	6100	9	0.00821917808219178	0	0
OGG1	6101	9	0.00821917808219178	1	0.00091324200913242
CDCA7L	6102	9	0.00821917808219178	1	0.00091324200913242
ARL10	6103	9	0.00821917808219178	1	0.00091324200913242
P2RX5	6104	9	0.00821917808219178	4	0.00365296803652968
SMOX	6105	9	0.00821917808219178	2	0.00182648401826484
CALR	6106	9	0.00821917808219178	2	0.00182648401826484
ADRA1B	6107	9	0.00821917808219178	1	0.00091324200913242
OR10J1	6108	9	0.00821917808219178	0	0
CCDC42B	6109	9	0.00821917808219178	1	0.00091324200913242
GFM1	6110	9	0.00821917808219178	1	0.00091324200913242
CD300LG	6111	9	0.00821917808219178	1	0.00091324200913242
CRTC2	6112	9	0.00821917808219178	0	0
NEDD1	6113	9	0.00821917808219178	0	0
NTRK3	6114	9	0.00821917808219178	0	0
LARP6	6115	9	0.00821917808219178	0	0
CTNNA3	6116	9	0.00821917808219178	0	0
KRT81	6117	9	0.00821917808219178	2	0.00182648401826484
KRTAP16-1	6118	9	0.00821917808219178	1	0.00091324200913242
MTPAP	6119	9	0.00821917808219178	2	0.00182648401826484
ANGPT2	6120	9	0.00821917808219178	0	0
ZNF610	6121	9	0.00821917808219178	1	0.00091324200913242
GNPTAB	6122	9	0.00821917808219178	0	0
SLC30A10	6123	9	0.00821917808219178	0	0
TRIM54	6124	9	0.00821917808219178	1	0.00091324200913242
LHX6	6125	9	0.00821917808219178	0	0
PNMAL1	6126	9	0.00821917808219178	1	0.00091324200913242
PRR18	6127	9	0.00821917808219178	1	0.00091324200913242
KCNK13	6128	9	0.00821917808219178	1	0.00091324200913242
GOLIM4	6129	9	0.00821917808219178	3	0.00273972602739726
ADSL	6130	9	0.00821917808219178	0	0
ABCG5	6131	9	0.00821917808219178	0	0
OLFML2B	6132	9	0.00821917808219178	0	0
FAM189A2	6133	9	0.00821917808219178	0	0
ATF6	6134	9	0.00821917808219178	0	0
FCER2	6135	9	0.00821917808219178	1	0.00091324200913242
CAMKV	6136	9	0.00821917808219178	1	0.00091324200913242
CXXC4	6137	9	0.00821917808219178	5	0.0045662100456621
GAREM	6138	9	0.00821917808219178	1	0.00091324200913242
